,price,room_type,cancellation_policy,host_is_superhost,host_identity_verified,is_location_exact,has_availability,requires_license,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,latitude,longitude
0,109,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,4,1.0,2.0,2.0,150.0,125.0,1,0,2,1000,3,28,29,29,9,89.0,9.0,9.0,10.0,10.0,10.0,10.0,42,1.94,-37.85943394,144.9728379
1,138,Entire home/apt,flexible,False,True,False,True,False,False,False,False,4,1.0,2.0,2.0,0.0,59.0,4,10,1,1125,4,20,50,50,18,94.0,10.0,10.0,9.0,10.0,10.0,9.0,4,1.5,-37.80997106,144.9618823
2,100,Entire home/apt,strict_14_with_grace_period,True,False,True,True,False,True,False,False,7,2.0,2.0,5.0,200.0,75.0,4,35,2,28,15,41,71,318,6,97.0,9.0,10.0,8.0,10.0,10.0,9.0,29,0.47,-37.81446271,144.9545107
3,55,Private room,strict_14_with_grace_period,True,False,False,True,False,True,False,False,1,1.0,0.0,1.0,2000.0,0.0,1,0,2,14,11,41,68,68,20,96.0,10.0,10.0,10.0,10.0,10.0,10.0,6,6.38,-37.80539991,144.96650640000001
4,78,Private room,moderate,True,False,True,True,False,True,False,False,2,1.0,1.0,1.0,150.0,30.0,2,20,2,1125,26,56,86,361,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.5,-37.80536872,144.9603606
5,226,Entire home/apt,strict_14_with_grace_period,False,True,False,True,False,True,False,False,6,2.0,3.0,3.0,0.0,180.0,6,10,1,1125,23,45,71,251,33,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1,1.05,-37.72527328,145.064768
6,172,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,True,False,False,5,1.0,2.0,3.0,300.0,80.0,4,20,5,1125,3,3,3,3,56,90.0,9.0,9.0,10.0,10.0,10.0,9.0,87,1.29,-37.81484268,144.9716186
7,96,Entire home/apt,strict_14_with_grace_period,True,True,True,True,False,False,False,False,3,1.5,3.0,3.0,200.0,0.0,3,15,2,1125,5,35,63,243,28,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1,1.18,-37.92802813,145.51630600000001
8,205,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,4,2.0,2.0,2.0,1500.0,95.0,4,0,1,2,5,16,41,300,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.64,-37.82150294,144.9429358
9,150,Entire home/apt,flexible,False,True,True,True,False,False,False,False,3,1.0,1.0,1.0,150.0,0.0,2,50,2,1125,25,55,85,360,3,93.0,10.0,9.0,10.0,9.0,10.0,9.0,4,0.25,-37.82002156,144.955855
10,255,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,8,1.0,3.0,5.0,250.0,80.0,1,0,2,14,4,24,28,301,36,85.0,9.0,8.0,10.0,10.0,10.0,9.0,2,4.19,-37.8109033,144.988297
11,130,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,4,1.0,1.0,2.0,500.0,85.0,2,10,2,1124,13,32,62,337,86,94.0,10.0,9.0,10.0,10.0,10.0,10.0,7,3.75,-37.81081803,144.96531159999998
12,54,Private room,strict_14_with_grace_period,False,False,True,True,False,True,False,False,2,1.0,1.0,1.0,250.0,10.0,1,0,1,1125,0,0,0,0,6,88.0,9.0,8.0,9.0,10.0,9.0,9.0,1,0.51,-37.77225946,145.0266384
13,60,Private room,strict_14_with_grace_period,False,False,True,True,False,True,False,False,3,0.5,1.0,2.0,300.0,10.0,1,25,3,330,29,59,83,211,6,63.0,6.0,8.0,8.0,8.0,7.0,8.0,1,0.55,-37.99362432,145.1596545
14,251,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,6,1.0,2.0,3.0,800.0,99.0,1,0,1,365,19,45,75,348,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,0.7,-37.80791367,144.9609714
15,161,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,True,True,6,2.0,2.0,3.0,250.0,140.0,4,0,1,1125,18,47,77,346,36,91.0,10.0,9.0,9.0,9.0,10.0,9.0,90,1.03,-37.81090508,144.9586439
16,100,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,2,1.0,1.0,1.0,200.0,60.0,1,10,3,21,20,41,65,134,4,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1,2.11,-37.84094399,144.9399086
17,280,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,False,False,False,7,2.0,4.0,5.0,500.0,180.0,1,0,4,12,0,0,0,0,2,100.0,10.0,10.0,9.0,9.0,10.0,9.0,1,0.17,-37.863258,145.0228811
18,181,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,True,False,False,6,1.0,2.0,4.0,400.0,120.0,1,0,2,1125,5,11,41,313,128,90.0,9.0,9.0,9.0,10.0,10.0,9.0,2,3.73,-37.82514294,144.9652616
19,251,Entire home/apt,moderate,True,False,True,True,False,True,False,False,7,1.0,3.0,4.0,500.0,95.0,1,0,2,365,2,7,25,296,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5,2.15,-37.83928534,144.9763181
20,136,Entire home/apt,strict_14_with_grace_period,True,False,True,True,False,True,False,False,2,2.0,2.0,3.0,300.0,150.0,1,0,1,1125,7,37,67,157,3,93.0,10.0,10.0,9.0,10.0,9.0,9.0,22,3.0,-37.77743533,144.9390678
21,251,Entire home/apt,super_strict_60,True,False,True,True,False,False,False,True,6,2.0,2.0,5.0,300.0,100.0,4,10,4,60,14,29,59,232,111,95.0,10.0,10.0,10.0,10.0,10.0,10.0,13,2.2,-37.823976,144.9614074
22,112,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,2,1.0,1.0,1.0,400.0,89.0,2,29,1,1125,18,42,72,72,25,94.0,10.0,9.0,9.0,10.0,10.0,9.0,9,1.73,-37.85123385,144.98423569999997
23,100,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,4,1.0,0.0,2.0,200.0,39.0,2,15,1,1125,10,20,45,129,50,89.0,9.0,9.0,9.0,9.0,10.0,9.0,18,3.5,-37.81622183,144.9518956
24,116,Entire home/apt,moderate,False,False,True,True,False,True,False,False,5,1.0,2.0,3.0,0.0,135.0,1,0,2,240,0,18,39,129,31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2,3.27,-37.784027200000004,144.93879109999997
25,138,Entire home/apt,strict_14_with_grace_period,True,False,True,True,False,False,False,False,2,1.0,1.0,1.0,200.0,50.0,1,0,2,300,21,51,81,323,230,97.0,10.0,10.0,10.0,10.0,10.0,9.0,23,3.84,-37.81728184,144.95355469999998
26,161,Entire home/apt,flexible,True,False,True,True,False,True,False,False,5,2.0,2.0,3.0,200.0,69.0,4,30,1,1125,9,39,63,63,4,85.0,9.0,8.0,8.0,10.0,10.0,9.0,10,2.11,-37.81124479,144.94939630000002
27,120,Private room,flexible,True,True,True,True,False,False,True,True,2,1.0,1.0,1.0,250.0,75.0,1,0,2,30,0,0,0,250,31,95.0,10.0,9.0,10.0,10.0,10.0,9.0,3,0.41,-37.80604851,144.9807892
28,50,Private room,strict_14_with_grace_period,True,True,False,True,False,False,False,False,1,1.0,0.0,1.0,150.0,20.0,1,0,2,14,28,58,88,363,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.53,-37.8664321,144.8375728
29,64,Private room,moderate,True,True,True,True,False,False,False,False,1,1.0,1.0,1.0,0.0,0.0,1,0,3,50,12,25,39,39,191,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.89,-37.81631971,144.99466619999998
30,65,Private room,moderate,True,True,True,True,False,True,False,False,2,1.0,1.0,1.0,0.0,10.0,1,0,1,1125,9,12,37,127,62,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2,2.85,-37.73589824,144.9616681
31,155,Entire home/apt,strict_14_with_grace_period,False,True,False,True,False,False,False,False,3,1.0,1.0,2.0,700.0,40.0,2,40,1,1125,0,0,0,0,141,93.0,9.0,10.0,10.0,10.0,10.0,9.0,3,4.14,-37.88740059,145.3391378
32,60,Private room,strict_14_with_grace_period,True,True,True,True,False,False,False,False,3,1.5,1.0,1.0,133.0,25.0,2,30,1,5,27,54,84,87,57,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4,4.71,-37.8020881,144.98205910000001
33,129,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,4,1.0,0.0,2.0,199.0,79.0,2,10,1,1125,16,42,42,42,56,91.0,9.0,9.0,10.0,10.0,10.0,9.0,4,2.95,-37.81640723,144.95348149999998
34,155,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,2,1.0,1.0,1.0,500.0,0.0,1,0,7,1125,15,15,15,15,16,91.0,9.0,9.0,10.0,9.0,10.0,9.0,21,0.44,-37.83828267,144.99511
35,226,Entire home/apt,moderate,False,True,True,True,False,True,False,False,11,3.0,5.0,11.0,500.0,150.0,1,0,1,1125,4,9,13,86,9,89.0,9.0,10.0,10.0,10.0,10.0,9.0,2,3.42,-37.79554842,145.12835049999998
36,62,Private room,moderate,True,True,True,True,False,False,False,False,2,2.5,1.0,1.0,0.0,10.0,1,0,2,4,14,39,67,67,40,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.66,-37.77768566,145.0280663
37,100,Entire home/apt,flexible,True,True,True,True,False,True,False,False,4,2.0,2.0,3.0,0.0,0.0,2,20,3,1125,0,0,3,3,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.28,-37.77119242,145.01278200000002
38,239,Entire home/apt,moderate,False,False,True,True,False,False,False,False,8,2.5,4.0,5.0,500.0,80.0,4,30,2,1125,16,34,64,330,7,97.0,10.0,9.0,9.0,10.0,10.0,9.0,2,2.33,-37.93293376,145.25039809999998
39,130,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,4,1.5,2.0,5.0,300.0,80.0,4,25,2,1125,24,54,84,174,1,20.0,2.0,2.0,2.0,2.0,4.0,2.0,1,1.0,-37.81260196,145.2343256
40,150,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,4,2.0,2.0,3.0,300.0,90.0,4,15,3,1125,12,20,20,20,30,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2.23,-37.8090019,144.9472721
41,140,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,True,True,2,1.0,1.0,1.0,250.0,75.0,2,0,1,1125,21,51,76,343,46,92.0,10.0,10.0,9.0,10.0,10.0,9.0,90,1.32,-37.81798257,144.96268759999998
42,120,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,5,1.0,2.0,3.0,300.0,80.0,4,25,2,1125,10,10,10,10,10,92.0,9.0,9.0,9.0,9.0,10.0,9.0,12,1.97,-37.82633445,144.9587199
43,50,Private room,moderate,False,True,True,True,False,False,False,False,2,1.5,1.0,1.0,150.0,40.0,1,10,2,1125,0,0,0,0,3,90.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0.12,-37.77435158,145.0028116
44,40,Private room,flexible,False,False,True,True,False,True,False,False,1,1.0,1.0,1.0,0.0,10.0,1,0,1,15,0,0,0,0,2,80.0,8.0,6.0,10.0,8.0,10.0,10.0,1,1.5,-37.83510951,145.0012332
45,60,Private room,moderate,True,True,True,True,False,False,False,False,2,1.0,1.0,1.0,0.0,29.0,1,20,3,730,1,5,35,310,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.29,-38.14932045,145.1415689
46,80,Private room,moderate,False,False,False,True,False,False,False,False,3,1.5,1.0,2.0,500.0,50.0,3,30,1,1125,0,0,0,0,1,100.0,10.0,6.0,10.0,10.0,8.0,10.0,2,0.08,-37.80082417,145.0845821
47,199,Entire home/apt,moderate,False,True,True,True,False,False,False,False,6,1.0,2.0,4.0,0.0,80.0,4,40,2,1125,5,14,40,315,60,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.66,-37.83764036,144.9970191
48,180,Entire home/apt,strict_14_with_grace_period,True,True,True,True,False,True,False,False,2,1.0,1.0,1.0,250.0,75.0,1,0,2,60,16,37,61,145,97,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.02,-37.82965227,144.9711227
49,39,Private room,strict_14_with_grace_period,False,False,True,True,False,False,False,False,2,1.0,1.0,1.0,1000.0,10.0,1,10,1,10,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.19,-37.88254616,144.98625769999998
50,154,Entire home/apt,strict_14_with_grace_period,True,False,False,True,False,False,False,False,8,2.0,4.0,5.0,500.0,136.0,6,15,2,90,1,11,33,296,32,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,2.39,-37.90173709,144.61032780000002
51,80,Private room,moderate,True,False,True,True,False,False,False,False,3,1.0,1.0,2.0,0.0,17.0,2,28,1,21,10,19,43,45,56,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,7.57,-37.82147912,144.9656998
52,180,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,False,False,False,7,1.5,2.0,4.0,500.0,120.0,5,40,5,28,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.07,-37.77811544,144.9810779
53,65,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,4,1.0,2.0,2.0,800.0,99.0,1,0,2,15,25,51,51,51,12,100.0,10.0,10.0,10.0,10.0,9.0,9.0,2,4.74,-37.80687267,144.942118
54,68,Private room,moderate,True,False,True,True,False,True,False,False,2,1.0,1.0,1.0,136.0,22.0,1,20,1,1125,2,6,30,30,73,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5,6.28,-37.8140058,144.94762659999998
55,100,Entire home/apt,strict_14_with_grace_period,True,False,True,True,False,True,False,False,5,1.0,2.0,2.0,400.0,99.0,2,29,2,1125,15,42,47,72,126,98.0,10.0,10.0,10.0,10.0,10.0,10.0,67,3.85,-37.82846407,144.96951950000002
56,119,Entire home/apt,strict_14_with_grace_period,False,False,False,True,False,True,False,False,5,1.0,1.0,5.0,300.0,49.0,3,10,1,1125,19,42,70,160,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,5,4.5,-37.80919697,144.959875
57,155,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,False,True,True,6,2.0,2.0,3.0,500.0,150.0,4,40,2,1125,0,0,0,0,2,80.0,8.0,7.0,9.0,9.0,10.0,9.0,24,0.53,-37.83788404,144.99450380000002
58,30,Private room,flexible,False,False,True,True,False,False,False,False,1,1.0,1.0,1.0,500.0,30.0,1,0,3,14,24,24,24,24,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.0,-37.75831335,144.9397944
59,60,Private room,moderate,True,True,False,True,False,False,True,True,2,1.0,1.0,1.0,350.0,50.0,1,20,2,45,29,59,89,179,48,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3,1.31,-37.78572485,145.0181238
60,161,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,7,2.0,3.0,4.0,500.0,120.0,4,0,5,100,7,16,31,98,145,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1,2.85,-37.79164997,144.8775775
61,71,Entire home/apt,moderate,False,False,True,True,False,True,False,False,2,1.0,1.0,1.0,300.0,30.0,1,0,2,1125,0,0,0,0,7,90.0,9.0,9.0,10.0,10.0,9.0,9.0,2,0.59,-37.80460133,144.9567947
62,155,Entire home/apt,moderate,False,True,True,True,False,False,False,False,4,2.0,2.0,2.0,0.0,50.0,4,10,4,1125,0,0,0,0,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.2,-37.80370025,144.9841043
63,46,Private room,moderate,False,True,True,True,False,False,False,False,5,1.5,1.0,3.0,0.0,10.0,2,25,1,1125,16,40,70,70,103,93.0,10.0,9.0,10.0,10.0,9.0,10.0,1,3.22,-37.74262735,145.0038036
64,350,Entire home/apt,strict_14_with_grace_period,True,False,True,True,False,False,False,False,9,2.5,4.0,5.0,500.0,150.0,4,23,2,30,15,29,47,322,48,97.0,10.0,9.0,10.0,10.0,10.0,9.0,1,2.75,-37.77744861,145.1203729
65,156,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,True,False,False,4,1.0,2.0,3.0,500.0,120.0,4,8,5,59,9,32,61,322,11,90.0,10.0,10.0,10.0,10.0,10.0,9.0,21,0.37,-37.87124577,144.97707590000002
66,209,Entire home/apt,strict_14_with_grace_period,True,True,True,True,False,True,False,False,6,1.5,2.0,3.0,400.0,89.0,4,25,1,1125,29,59,89,364,35,93.0,10.0,9.0,10.0,10.0,10.0,9.0,17,1.69,-37.88420539,145.0229145
67,130,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,8,2.0,4.0,5.0,0.0,175.0,4,25,2,59,14,44,72,72,4,100.0,10.0,10.0,10.0,10.0,8.0,9.0,47,1.14,-37.88037018,145.2423594
68,188,Entire home/apt,strict_14_with_grace_period,False,True,False,True,False,True,False,False,4,1.0,1.0,1.0,250.0,79.0,1,0,1,30,7,31,61,70,53,93.0,9.0,10.0,9.0,9.0,10.0,9.0,33,4.64,-37.82990545,144.9660156
69,156,Entire home/apt,strict_14_with_grace_period,False,True,False,True,False,True,False,False,4,2.0,2.0,3.0,170.0,89.0,4,0,1,1125,0,18,39,39,49,97.0,10.0,10.0,10.0,10.0,10.0,9.0,29,1.83,-37.81479135,144.95406540000002
70,100,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,False,False,False,4,1.0,1.0,2.0,300.0,75.0,2,20,2,1125,4,8,25,300,246,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3,4.24,-37.86278304,144.9746439
71,148,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,4,1.0,2.0,2.0,300.0,78.0,4,0,1,60,22,49,57,57,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.0,-37.81342774,144.9436336
72,97,Entire home/apt,flexible,False,False,False,True,False,False,False,False,2,1.0,0.0,1.0,200.0,20.0,1,0,3,1125,0,0,0,0,12,88.0,9.0,10.0,10.0,10.0,10.0,10.0,1,0.33,-37.8647761,144.8981642
73,55,Private room,flexible,False,False,True,True,False,False,False,False,2,1.0,1.0,1.0,200.0,15.0,1,0,1,14,6,36,66,66,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1.03,-37.80758977,144.9627885
74,40,Private room,flexible,False,False,True,True,False,False,False,False,3,1.0,1.0,1.0,200.0,10.0,1,25,2,31,0,24,49,297,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,3.47,-37.80575138,145.1572551
75,80,Private room,flexible,False,False,False,True,False,False,False,False,1,1.0,1.0,1.0,0.0,20.0,1,0,1,10,0,21,51,326,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.74,-37.76762898,144.9990438
76,58,Private room,strict_14_with_grace_period,False,False,False,True,False,False,False,False,2,1.0,1.0,1.0,0.0,20.0,1,0,1,1125,1,1,1,1,15,95.0,10.0,9.0,10.0,10.0,10.0,9.0,2,5.42,-37.8156559,144.95257819999998
77,96,Entire home/apt,strict_14_with_grace_period,True,True,True,True,False,False,False,False,6,1.0,2.0,5.0,200.0,75.0,3,25,3,1125,11,39,69,109,51,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2,1.42,-37.82496114,145.00353180000002
78,29,Shared room,moderate,False,False,True,True,False,True,False,False,1,1.0,1.0,8.0,250.0,95.0,1,16,1,1125,18,28,39,39,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8,1.0,-37.81364092,144.9549117
79,251,Entire home/apt,moderate,True,False,True,True,False,False,False,False,5,2.5,2.0,4.0,0.0,70.0,4,10,3,7,0,4,34,34,27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.07,-38.09679598,145.1269124
80,127,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,False,False,False,6,1.0,2.0,4.0,280.0,50.0,3,18,1,1124,11,35,62,152,270,93.0,10.0,9.0,10.0,10.0,10.0,10.0,5,7.11,-37.80956522,144.9633046
81,120,Entire home/apt,strict_14_with_grace_period,True,False,True,True,False,True,False,False,3,1.0,1.0,2.0,150.0,60.0,1,20,1,1125,0,0,0,0,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,41,0.68,-37.80886295,144.9600279
82,190,Entire home/apt,moderate,False,True,True,True,False,False,False,False,4,1.0,2.0,2.0,250.0,25.0,2,50,2,1125,11,26,54,329,9,88.0,8.0,10.0,9.0,10.0,10.0,10.0,13,0.18,-37.82071578,144.9554479
83,138,Entire home/apt,moderate,False,True,True,True,False,True,False,False,4,1.0,2.0,2.0,0.0,55.0,1,0,2,1125,3,3,8,221,116,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2,3.37,-37.80146878,144.9869553
84,80,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,6,2.0,3.0,4.0,300.0,100.0,5,30,7,28,6,6,6,194,7,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0.1,-37.78107095,145.0073244
85,239,Entire home/apt,strict_14_with_grace_period,True,True,False,True,False,False,False,False,6,2.5,3.0,3.0,600.0,125.0,2,28,3,28,11,20,43,290,63,94.0,10.0,9.0,10.0,10.0,10.0,9.0,17,1.34,-37.81634161,144.99664819999998
86,199,Entire home/apt,strict_14_with_grace_period,False,True,False,True,False,False,False,False,4,1.0,1.0,4.0,500.0,150.0,3,10,2,1124,28,58,88,363,2,100.0,10.0,9.0,10.0,10.0,9.0,9.0,33,0.3,-37.86038977,144.9735681
87,100,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,4,1.0,1.0,2.0,295.0,79.0,2,15,1,1000,3,27,57,318,8,93.0,9.0,8.0,9.0,9.0,10.0,9.0,58,1.64,-37.83560402,144.9727552
88,251,Entire home/apt,moderate,False,False,True,True,False,True,False,False,15,2.0,3.0,9.0,350.0,70.0,4,18,1,45,18,44,74,104,20,92.0,9.0,9.0,9.0,9.0,9.0,9.0,2,1.0,-37.79718464,144.8831173
89,280,Entire home/apt,moderate,False,False,False,True,False,False,False,False,6,2.0,3.0,4.0,200.0,90.0,1,0,7,1125,29,59,89,364,1,100.0,10.0,8.0,10.0,10.0,8.0,8.0,6,0.09,-37.98759081,145.2118695
90,100,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,True,False,False,3,1.0,1.0,2.0,200.0,80.0,2,30,2,1125,5,28,55,327,99,87.0,9.0,8.0,9.0,9.0,10.0,9.0,2,2.91,-37.82655452,144.95738300000002
91,90,Entire home/apt,moderate,False,False,True,True,False,True,False,False,3,1.0,1.0,2.0,150.0,75.0,2,20,2,10,5,15,40,40,87,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.64,-37.81770224,144.95391730000003
92,105,Entire home/apt,moderate,True,True,True,True,False,False,False,False,3,1.0,1.0,2.0,200.0,60.0,2,25,1,1125,6,13,29,272,91,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.33,-37.86927294,144.9788014
93,227,Entire home/apt,strict_14_with_grace_period,False,True,True,True,False,True,False,True,5,1.0,2.0,3.0,300.0,50.0,4,50,3,1125,26,56,86,357,8,83.0,9.0,9.0,10.0,10.0,10.0,9.0,19,0.21,-37.8238126,144.9620509
94,260,Entire home/apt,moderate,False,False,True,True,False,True,False,False,10,4.0,5.0,5.0,200.0,50.0,1,50,2,1125,24,54,84,84,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.44,-37.89963651,144.72256330000002
95,111,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,5,2.0,2.0,2.0,150.0,130.0,2,25,2,1125,2,19,45,130,2,100.0,10.0,10.0,10.0,10.0,8.0,8.0,1,1.33,-37.85525219,144.98355519999998
96,55,Private room,strict_14_with_grace_period,False,False,True,True,False,True,False,False,2,1.0,1.0,1.0,0.0,40.0,1,0,2,15,0,2,8,33,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1.0,-37.76179814,144.9609252
97,55,Private room,moderate,False,False,True,True,False,False,False,False,2,1.0,1.0,1.0,0.0,10.0,1,0,1,1125,15,45,75,350,37,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2,0.96,-37.73956072,144.8653405
98,170,Entire home/apt,moderate,True,False,True,True,False,True,False,False,6,1.0,2.0,3.0,200.0,75.0,4,300,1,60,12,40,70,95,45,95.0,10.0,9.0,9.0,10.0,10.0,10.0,11,2.81,-37.81471661,144.9540337
99,251,Entire home/apt,moderate,True,False,True,True,False,True,False,False,13,1.0,3.0,6.0,200.0,130.0,5,20,1,1125,9,30,44,315,79,94.0,9.0,10.0,10.0,10.0,10.0,10.0,1,5.4,-37.77121079,144.97758230000002
100,116,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,4,2.0,2.0,2.0,150.0,140.0,2,25,2,1125,13,36,66,156,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2.0,-37.81939836,144.99735880000003
101,150,Private room,moderate,False,False,True,True,False,True,False,False,3,1.0,1.0,3.0,0.0,40.0,1,20,1,1,21,48,76,76,2,80.0,10.0,9.0,10.0,10.0,10.0,9.0,8,0.14,-37.75257219,144.91505
102,143,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,False,False,False,4,1.0,1.0,2.0,200.0,40.0,2,35,1,1125,22,40,70,160,9,88.0,9.0,9.0,9.0,10.0,9.0,8.0,2,0.42,-37.81402021,144.9542226
103,251,Entire home/apt,strict_14_with_grace_period,False,False,True,True,False,True,False,False,10,2.0,3.0,6.0,400.0,120.0,4,30,1,1125,2,11,24,105,47,92.0,10.0,9.0,10.0,10.0,10.0,9.0,6,3.48,-37.8137965,144.9533609
104,84,Private room,strict_14_with_grace_period,False,True,True,True,False,False,False,True,2,1.0,1.0,2.0,300.0,50.0,6,50,1,1125,22,47,77,77,7,91.0,8.0,10.0,9.0,9.0,9.0,9.0,19,0.16,-37.82541968,144.96133600000002
105,150,Entire home/apt,flexible,False,False,True,True,False,True,False,False,3,1.0,2.0,3.0,200.0,50.0,1,0,2,1125,0,0,27,27,5,84.0,9.0,9.0,10.0,10.0,10.0,8.0,1,0.22,-37.80557542,144.9560193
106,132,Entire home/apt,flexible,False,False,True,True,False,True,False,False,1,1.0,1.0,1.0,150.0,32.0,1,0,2,21,20,47,67,67,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,1.0,-37.81562784,144.9537479
107,109,Entire home/apt,flexible,True,False,True,True,False,True,False,False,4,1.0,2.0,2.0,0.0,90.0,2,10,1,1125,6,29,54,144,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,3.19,-37.83642718,144.96738009999999
108,109,Entire home/apt,strict_14_with_grace_period,True,False,True,True,False,False,False,False,2,1.0,0.0,1.0,150.0,0.0,2,0,1,1120,27,57,87,149,103,97.0,10.0,10.0,10.0,10.0,10.0,10.0,13,4.85,-37.81607982,144.954241
109,257,Entire home/apt,moderate,True,True,True,True,False,True,False,False,8,1.0,3.0,4.0,0.0,85.0,5,17,2,1124,15,24,39,125,43,95.0,10.0,9.0,10.0,10.0,10.0,10.0,2,3.75,-37.86792362,144.982371
110,104,Entire home/apt,flexible,False,False,False,True,False,False,False,False,5,1.0,3.0,3.0,0.0,20.0,2,15,1,30,7,7,14,14,92,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1,8.52,-37.73743296,144.88463330000002
